Transaction Number,Date,Description,Memo,Amount Debit,Amount Credit,Balance,Check Number,Fees
"20220812000000[-6:CST]*-20.51*0**Alliant - IPL PAYMENT 3836938783",08/12/2022,"Alliant - IPL PAYMENT 3836938783","",-20.51,,"39780.34",,0.00
"20220812000000[-6:CST]*-33.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 295630",08/12/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 295630","",-33.00,,"39800.85",,0.00
"20220812000000[-6:CST]*-17.16*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 022372",08/12/2022,"XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 022372","",-17.16,,"39833.85",,0.00
"20220812000000[-6:CST]*-10.69*0**XX3498 POS PURCHASE AT T J MAXX #1279 AM ES IA 02869705 908060",08/12/2022,"XX3498 POS PURCHASE AT T J MAXX #1279 AM ES IA 02869705 908060","",-10.69,,"39851.01",,0.00
"20220810000000[-6:CST]*-50.36*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 847303",08/10/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 847303","",-50.36,,"39861.70",,0.00
"20220810000000[-6:CST]*-28.75*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490044 222252510242",08/10/2022,"XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490044 222252510242","",-28.75,,"39912.06",,0.00
"20220810000000[-6:CST]*-11.00*0**XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545305 310235",08/10/2022,"XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545305 310235","",-11.00,,"39940.81",,0.00
"20220809000000[-6:CST]*1.94*501**Interest paid",08/09/2022,"Interest paid","",,1.94,"39951.81",,0.00
"20220809000000[-6:CST]*-35.78*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 44063004 166585",08/09/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 44063004 166585","",-35.78,,"39949.87",,0.00
"20220809000000[-6:CST]*-6.63*0**XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 077906",08/09/2022,"XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 077906","",-6.63,,"39985.65",,0.00
"20220808000000[-6:CST]*-4518.03*0**CHASE CREDIT CRD AUTOPAY 000000000288767",08/08/2022,"CHASE CREDIT CRD AUTOPAY 000000000288767","",-4518.03,,"39992.28",,0.00
"20220808000000[-6:CST]*-47.58*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 73001934 398429",08/08/2022,"XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 73001934 398429","",-47.58,,"44510.31",,0.00
"20220808000000[-6:CST]*-44.42*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 00730610 271760",08/08/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 00730610 271760","",-44.42,,"44557.89",,0.00
"20220808000000[-6:CST]*-38.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 623320",08/08/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 623320","",-38.00,,"44602.31",,0.00
"20220808000000[-6:CST]*-26.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 73001660 021586",08/08/2022,"XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 73001660 021586","",-26.00,,"44640.31",,0.00
"20220808000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 68564646 017681",08/08/2022,"XX3498 POS PURCHASE AT SQ *ACPS Ames IA 68564646 017681","",-25.00,,"44666.31",,0.00
"20220805000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430",08/05/2022,"IOWA BANKERS MTG ACH PMT XXXXXX2430","",-712.75,,"44691.31",,0.00
"20220805000000[-6:CST]*-34.69*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 232884",08/05/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 232884","",-34.69,,"45404.06",,0.00
"20220805000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 25543031 868778",08/05/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 25543031 868778","",-25.00,,"45438.75",,0.00
"20220805000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 70002101 554769",08/05/2022,"XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 70002101 554769","",-25.00,,"45463.75",,0.00
"20220805000000[-6:CST]*-14.65*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 179464",08/05/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 179464","",-14.65,,"45488.75",,0.00
"20220805000000[-6:CST]*3639.10*501**DONNELLEY FINANC DIRECT DEP 615080852281 L5Z",08/05/2022,"DONNELLEY FINANC DIRECT DEP 615080852281 L5Z","",,3639.10,"45503.40",,0.00
"20220804000000[-6:CST]*-42.79*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 673590",08/04/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 673590","",-42.79,,"41864.30",,0.00
"20220804000000[-6:CST]*-18.00*0**XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 60626866 038916",08/04/2022,"XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 60626866 038916","",-18.00,,"41907.09",,0.00
"20220803000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 004906",08/03/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 004906","",-200.00,,"41925.09",,0.00
"20220803000000[-6:CST]*-300.00*0**Miscellaneous Debit",08/03/2022,"Miscellaneous Debit","",-300.00,,"42125.09",,0.00
"20220802000000[-6:CST]*-82.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 622534",08/02/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 622534","",-82.00,,"42425.09",,0.00
"20220802000000[-6:CST]*-11.10*0**XX3498 POS PURCHASE AT THE CAFE AMES IA 06303357 431251",08/02/2022,"XX3498 POS PURCHASE AT THE CAFE AMES IA 06303357 431251","",-11.10,,"42507.09",,0.00
"20220802000000[-6:CST]*-9.19*0**XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 30576682 093113",08/02/2022,"XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 30576682 093113","",-9.19,,"42518.19",,0.00
"20220801000000[-6:CST]*-68.54*0**XX3498 POS PURCHASE AT PHILLIPS 66 - SW AMES IA 22233951 333645",08/01/2022,"XX3498 POS PURCHASE AT PHILLIPS 66 - SW AMES IA 22233951 333645","",-68.54,,"42527.38",,0.00
"20220801000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 82040003 453370",08/01/2022,"XX3498 POS PURCHASE AT SQ *ACPS Ames IA 82040003 453370","",-25.00,,"42595.92",,0.00
"20220801000000[-6:CST]*-13.51*0**XX3498 POS PURCHASE AT PHO  TEA CAFE L AMES IA 12000555 359955",08/01/2022,"XX3498 POS PURCHASE AT PHO & TEA CAFE L AMES IA 12000555 359955","",-13.51,,"42620.92",,0.00
"20220801000000[-6:CST]*-6.45*0**XX3498 POS WITHDRAWAL. SWIFT STOP 5 AMES IA 00354J26 221172601713",08/01/2022,"XX3498 POS WITHDRAWAL. SWIFT STOP 5 AMES IA 00354J26 221172601713","",-6.45,,"42634.43",,0.00
"20220801000000[-6:CST]*-3.48*0**XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 052079",08/01/2022,"XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 052079","",-3.48,,"42640.88",,0.00
"20220729000000[-6:CST]*-60.94*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 39381949 246629",07/29/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 39381949 246629","",-60.94,,"42644.36",,0.00
"20220728000000[-6:CST]*-2302.00*0**DHS CSRU IOW DHS IOWDHS011678235",07/28/2022,"DHS CSRU IOW DHS IOWDHS011678235","",-2302.00,,"42705.30",,0.00
"20220728000000[-6:CST]*-104.99*0**CITY OF AMES UT BILL 002629810006826",07/28/2022,"CITY OF AMES UT BILL 002629810006826","",-104.99,,"45007.30",,0.00
"20220728000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS011678236",07/28/2022,"DHS CSRU conv fee IOWDHS011678236","",-0.29,,"45112.29",,0.00
"20220728000000[-6:CST]*-29.40*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 41036953 903574",07/28/2022,"XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 41036953 903574","",-29.40,,"45112.58",,0.00
"20220728000000[-6:CST]*18744.67*501**PAYMENT Farmers Insuran 1633650979 Fire Insurance Exchange",07/28/2022,"PAYMENT Farmers Insuran 1633650979 Fire Insurance Exchange","",,18744.67,"45141.98",,0.00
"20220727000000[-6:CST]*-5335.00*1*1039*Check",07/27/2022,"Check","",-5335.00,,"26397.31",1039,0.00
"20220727000000[-6:CST]*-145.21*0**CITY OF AMES UT BILL 002819790003022",07/27/2022,"CITY OF AMES UT BILL 002819790003022","",-145.21,,"31732.31",,0.00
"20220727000000[-6:CST]*-45.00*0**VENMO PAYMENT 1021441042297",07/27/2022,"VENMO PAYMENT 1021441042297","",-45.00,,"31877.52",,0.00
"20220727000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000619 001590",07/27/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000619 001590","",-200.00,,"31922.52",,0.00
"20220727000000[-6:CST]*-53.17*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 74864230 507177",07/27/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 74864230 507177","",-53.17,,"32122.52",,0.00
"20220727000000[-6:CST]*-32.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 968507",07/27/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 968507","",-32.00,,"32175.69",,0.00
"20220727000000[-6:CST]*-12.06*0**XX3498 POS PURCHASE AT QT 559 DES MOINES IA 01674779 661302",07/27/2022,"XX3498 POS PURCHASE AT QT 559 DES MOINES IA 01674779 661302","",-12.06,,"32207.69",,0.00
"20220726000000[-6:CST]*-23.41*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 57079123 530029",07/26/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 57079123 530029","",-23.41,,"32219.75",,0.00
"20220726000000[-6:CST]*-1.00*0**XX3498 POS PURCHASE AT DES MOINES AIRPO DES MOINES IA 64348897 469143",07/26/2022,"XX3498 POS PURCHASE AT DES MOINES AIRPO DES MOINES IA 64348897 469143","",-1.00,,"32243.16",,0.00
"20220725000000[-6:CST]*-425.35*0**FARMERS INS EFT PYMT mXXXXX5868",07/25/2022,"FARMERS INS EFT PYMT mXXXXX5868","",-425.35,,"32244.16",,0.00
"20220725000000[-6:CST]*-60.00*0**VENMO PAYMENT 1021384123637",07/25/2022,"VENMO PAYMENT 1021384123637","",-60.00,,"32669.51",,0.00
"20220725000000[-6:CST]*-37.24*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 55338305 162729",07/25/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 55338305 162729","",-37.24,,"32729.51",,0.00
"20220725000000[-6:CST]*-33.03*0**XX3498 POS PURCHASE AT BLAZE PIZZA AMES AMES IA 75711786 800893",07/25/2022,"XX3498 POS PURCHASE AT BLAZE PIZZA AMES AMES IA 75711786 800893","",-33.03,,"32766.75",,0.00
"20220725000000[-6:CST]*-30.23*0**XX3498 POS PURCHASE AT CINEMARK THEATRE AMES IA 88190752 939358",07/25/2022,"XX3498 POS PURCHASE AT CINEMARK THEATRE AMES IA 88190752 939358","",-30.23,,"32799.78",,0.00
"20220725000000[-6:CST]*-29.12*0**XX3498 POS PURCHASE AT NORTH GRAND SEAF AMES IA 00111526 563350",07/25/2022,"XX3498 POS PURCHASE AT NORTH GRAND SEAF AMES IA 00111526 563350","",-29.12,,"32830.01",,0.00
"20220725000000[-6:CST]*-26.76*0**XX3498 POS PURCHASE AT CINEMARK THEATRE AMES IA 88190224 043148",07/25/2022,"XX3498 POS PURCHASE AT CINEMARK THEATRE AMES IA 88190224 043148","",-26.76,,"32859.13",,0.00
"20220725000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 35377875 245852",07/25/2022,"XX3498 POS PURCHASE AT SQ *ACPS Ames IA 35377875 245852","",-25.00,,"32885.89",,0.00
"20220725000000[-6:CST]*-21.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700137 094275",07/25/2022,"XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700137 094275","",-21.00,,"32910.89",,0.00
"20220725000000[-6:CST]*-20.00*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 54059214 488961",07/25/2022,"XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 54059214 488961","",-20.00,,"32931.89",,0.00
"20220725000000[-6:CST]*-13.78*0**XX3498 POS WITHDRAWAL. CASEYS #2298 AMES IA 600001 003829",07/25/2022,"XX3498 POS WITHDRAWAL. CASEYS #2298 AMES IA 600001 003829","",-13.78,,"32951.89",,0.00
"20220725000000[-6:CST]*-6.28*0**XX3498 POS PURCHASE AT SQ *LOCKWOOD AMES IA 34064789 164253",07/25/2022,"XX3498 POS PURCHASE AT SQ *LOCKWOOD AMES IA 34064789 164253","",-6.28,,"32965.67",,0.00
"20220722000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 004166",07/22/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 004166","",-200.00,,"32971.95",,0.00
"20220722000000[-6:CST]*-125.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 648122",07/22/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 648122","",-125.00,,"33171.95",,0.00
"20220722000000[-6:CST]*-26.00*0**XX3498 POS PURCHASE AT SPORTSMANS LOUNG Ames IA 20819584 583538",07/22/2022,"XX3498 POS PURCHASE AT SPORTSMANS LOUNG Ames IA 20819584 583538","",-26.00,,"33296.95",,0.00
"20220722000000[-6:CST]*3639.10*501**DONNELLEY FINANC DIRECT DEP 938922275181 L5Z",07/22/2022,"DONNELLEY FINANC DIRECT DEP 938922275181 L5Z","",,3639.10,"33322.95",,0.00
"20220721000000[-6:CST]*-27.36*0**Alliant - IPL PAYMENT 0061467186",07/21/2022,"Alliant - IPL PAYMENT 0061467186","",-27.36,,"29683.85",,0.00
"20220720000000[-6:CST]*-65.48*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 49618926 503584",07/20/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 49618926 503584","",-65.48,,"29711.21",,0.00
"20220719000000[-6:CST]*-105.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 181750",07/19/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 181750","",-105.00,,"29776.69",,0.00
"20220719000000[-6:CST]*-39.04*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 720632",07/19/2022,"XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 720632","",-39.04,,"29881.69",,0.00
"20220719000000[-6:CST]*-36.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 74000688 708585",07/19/2022,"XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 74000688 708585","",-36.00,,"29920.73",,0.00
"20220719000000[-6:CST]*-30.50*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 41206885 225021",07/19/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 41206885 225021","",-30.50,,"29956.73",,0.00
"20220718000000[-6:CST]*-45.00*0**VENMO PAYMENT 1021276848970",07/18/2022,"VENMO PAYMENT 1021276848970","",-45.00,,"29987.23",,0.00
"20220718000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-620-8880",07/18/2022,"CLUB FEES PLANET FIT 515-620-8880","",-24.60,,"30032.23",,0.00
"20220718000000[-6:CST]*-40.29*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 416938",07/18/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 416938","",-40.29,,"30056.83",,0.00
"20220718000000[-6:CST]*-21.44*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 767411",07/18/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 767411","",-21.44,,"30097.12",,0.00
"20220718000000[-6:CST]*-3.48*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490047 219983352851",07/18/2022,"XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490047 219983352851","",-3.48,,"30118.56",,0.00
"20220715000000[-6:CST]*-24.24*0**XX3498 POS PURCHASE AT STEAK-N-SHAKE#02 CHAMPAIGN IL 27213743 324835",07/15/2022,"XX3498 POS PURCHASE AT STEAK-N-SHAKE#02 CHAMPAIGN IL 27213743 324835","",-24.24,,"30122.04",,0.00
"20220715000000[-6:CST]*1573.91*501**DONNELLEY FINANC DIRECT-PAY 16016904",07/15/2022,"DONNELLEY FINANC DIRECT-PAY 16016904","",,1573.91,"30146.28",,0.00
"20220715000000[-6:CST]*349.55*501**DONNELLEY FINANC DIRECT-PAY 16016918",07/15/2022,"DONNELLEY FINANC DIRECT-PAY 16016918","",,349.55,"28572.37",,0.00
"20220714000000[-6:CST]*-239.68*0**VERIZON WIRELESS PAYMENTS 05885909720000 1",07/14/2022,"VERIZON WIRELESS PAYMENTS 05885909720000 1","",-239.68,,"28222.82",,0.00
"20220714000000[-6:CST]*-35.10*0**Alliant - IPL PAYMENT 3836938783",07/14/2022,"Alliant - IPL PAYMENT 3836938783","",-35.10,,"28462.50",,0.00
"20220714000000[-6:CST]*-18.01*0**XX3498 POS PURCHASE AT ARK ENCOUNTER WIL LIAMSTOWN KY 17072063 801181",07/14/2022,"XX3498 POS PURCHASE AT ARK ENCOUNTER WIL LIAMSTOWN KY 17072063 801181","",-18.01,,"28497.60",,0.00
"20220714000000[-6:CST]*-3.17*0**XX3498 POS PURCHASE AT SQ *SMOKE HOUSE W illiamstown KY 87702419 703462",07/14/2022,"XX3498 POS PURCHASE AT SQ *SMOKE HOUSE W illiamstown KY 87702419 703462","",-3.17,,"28515.61",,0.00
"20220714000000[-6:CST]*-2.43*0**XX3498 POS PURCHASE AT ARK ENCOUNTER WIL LIAMSTOWN KY 13006271 427597",07/14/2022,"XX3498 POS PURCHASE AT ARK ENCOUNTER WIL LIAMSTOWN KY 13006271 427597","",-2.43,,"28518.78",,0.00
"20220713000000[-6:CST]*-11.23*0**XX3498 POS PURCHASE AT SBARRO CORALVILL CORALVILLE IA 00209477 376173",07/13/2022,"XX3498 POS PURCHASE AT SBARRO CORALVILL CORALVILLE IA 00209477 376173","",-11.23,,"28521.21",,0.00
"20220713000000[-6:CST]*-10.60*0**XX3498 POS PURCHASE AT SQ *UNCLE LEROY P etersburg KY 76989591 322527",07/13/2022,"XX3498 POS PURCHASE AT SQ *UNCLE LEROY P etersburg KY 76989591 322527","",-10.60,,"28532.44",,0.00
"20220712000000[-6:CST]*1.78*501**Interest paid",07/12/2022,"Interest paid","",,1.78,"28543.04",,0.00
"20220712000000[-6:CST]*-77.55*0**ASPEN WASTE SYST EFT PMT 8 00257691",07/12/2022,"ASPEN WASTE SYST EFT PMT 8 00257691","",-77.55,,"28541.26",,0.00
"20220712000000[-6:CST]*-10.99*0**XX3498 POS PURCHASE AT SARKU JAPAN 192 C ORALVILLE IA 05962793 459706",07/12/2022,"XX3498 POS PURCHASE AT SARKU JAPAN 192 C ORALVILLE IA 05962793 459706","",-10.99,,"28618.81",,0.00
"20220711000000[-6:CST]*-35.00*0**VENMO PAYMENT 1021151150458",07/11/2022,"VENMO PAYMENT 1021151150458","",-35.00,,"28629.80",,0.00
"20220711000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 003346",07/11/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 003346","",-200.00,,"28664.80",,0.00
"20220711000000[-6:CST]*-128.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 556262",07/11/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 556262","",-128.00,,"28864.80",,0.00
"20220711000000[-6:CST]*-39.96*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 65364509 960323",07/11/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 65364509 960323","",-39.96,,"28992.80",,0.00
"20220711000000[-6:CST]*-36.00*0**XX3498 POS PURCHASE AT 80/35 Music Fest Des Moines IA 10250809 643178",07/11/2022,"XX3498 POS PURCHASE AT 80/35 Music Fest Des Moines IA 10250809 643178","",-36.00,,"29032.76",,0.00
"20220711000000[-6:CST]*-18.00*0**XX3498 POS PURCHASE AT 80/35 Music Fest Des Moines IA 00006617 343182",07/11/2022,"XX3498 POS PURCHASE AT 80/35 Music Fest Des Moines IA 00006617 343182","",-18.00,,"29068.76",,0.00
"20220711000000[-6:CST]*-16.70*0**XX3498 POS WITHDRAWAL. SOUTH GATE EXPRE AMES IA 002V6J88 366560",07/11/2022,"XX3498 POS WITHDRAWAL. SOUTH GATE EXPRE AMES IA 002V6J88 366560","",-16.70,,"29086.76",,0.00
"20220711000000[-6:CST]*-13.46*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 76202991 372262",07/11/2022,"XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 76202991 372262","",-13.46,,"29103.46",,0.00
"20220711000000[-6:CST]*-9.51*0**XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 78712989 242210",07/11/2022,"XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 78712989 242210","",-9.51,,"29116.92",,0.00
"20220708000000[-6:CST]*-40.00*0**VENMO PAYMENT 1021098825253",07/08/2022,"VENMO PAYMENT 1021098825253","",-40.00,,"29126.43",,0.00
"20220708000000[-6:CST]*3639.12*501**DONNELLEY FINANC DIRECT DEP 385084979849 L5Z",07/08/2022,"DONNELLEY FINANC DIRECT DEP 385084979849 L5Z","",,3639.12,"29166.43",,0.00
"20220707000000[-6:CST]*-55.74*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 37771970 237539",07/07/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 37771970 237539","",-55.74,,"25527.31",,0.00
"20220707000000[-6:CST]*-28.65*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 036688",07/07/2022,"XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 036688","",-28.65,,"25583.05",,0.00
"20220707000000[-6:CST]*-22.45*0**XX3498 POS PURCHASE AT PHO  TEA CAFE L AMES IA 12000513 775709",07/07/2022,"XX3498 POS PURCHASE AT PHO & TEA CAFE L AMES IA 12000513 775709","",-22.45,,"25611.70",,0.00
"20220707000000[-6:CST]*-6.42*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 37772143 016377",07/07/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 37772143 016377","",-6.42,,"25634.15",,0.00
"20220706000000[-6:CST]*-1912.14*0**CHASE CREDIT CRD AUTOPAY 000000000155994",07/06/2022,"CHASE CREDIT CRD AUTOPAY 000000000155994","",-1912.14,,"25640.57",,0.00
"20220705000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430",07/05/2022,"IOWA BANKERS MTG ACH PMT XXXXXX2430","",-712.75,,"27552.71",,0.00
"20220705000000[-6:CST]*-79.79*0**XX3498 POS WITHDRAWAL. CYCLONE L 626 LI AMES IA 94367101 146951",07/05/2022,"XX3498 POS WITHDRAWAL. CYCLONE L 626 LI AMES IA 94367101 146951","",-79.79,,"28265.46",,0.00
"20220705000000[-6:CST]*-50.19*0**XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 370934",07/05/2022,"XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 370934","",-50.19,,"28345.25",,0.00
"20220705000000[-6:CST]*-47.51*0**XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 058758",07/05/2022,"XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 058758","",-47.51,,"28395.44",,0.00
"20220705000000[-6:CST]*-36.78*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 49044859 450135",07/05/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 49044859 450135","",-36.78,,"28442.95",,0.00
"20220705000000[-6:CST]*-14.96*0**XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 40367469 989058",07/05/2022,"XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 40367469 989058","",-14.96,,"28479.73",,0.00
"20220705000000[-6:CST]*-14.74*0**XX3498 POS PURCHASE AT VILLAGE INN 7002 AMES IA 42445738 735091",07/05/2022,"XX3498 POS PURCHASE AT VILLAGE INN 7002 AMES IA 42445738 735091","",-14.74,,"28494.69",,0.00
"20220705000000[-6:CST]*-5.98*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 217191",07/05/2022,"XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 217191","",-5.98,,"28509.43",,0.00
"20220705000000[-6:CST]*-4.76*0**XX3498 POS PURCHASE AT STARBUCKS STORE A MES IA 17421021 164440",07/05/2022,"XX3498 POS PURCHASE AT STARBUCKS STORE A MES IA 17421021 164440","",-4.76,,"28515.41",,0.00
"20220630000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 002739",06/30/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 002739","",-200.00,,"28520.17",,0.00
"20220630000000[-6:CST]*-40.00*0**XX3498 ATM WITHDRAWAL. 119 MAIN ST AMES IA RT35199 009008",06/30/2022,"XX3498 ATM WITHDRAWAL. 119 MAIN ST AMES IA RT35199 009008","",-40.00,,"28720.17",,0.00
"20220630000000[-6:CST]*-21.77*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 37473846 151773",06/30/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 37473846 151773","",-21.77,,"28760.17",,0.00
"20220630000000[-6:CST]*-3.49*0**ATM WITHDRAWAL FEE XX3498 ATM WITHDRAWAL . 119 MAIN ST AMES IA RT35199 009008",06/30/2022,"ATM WITHDRAWAL FEE XX3498 ATM WITHDRAWAL . 119 MAIN ST AMES IA RT35199 009008","",-3.49,,"28781.94",,0.00
